"No.","Time","Source","Destination","Protocol","Length","Channel frequency","Data rate (Mb/s)","Channel","Channel","Transmitter address","Destination address","Type/Subtype","Info"
"4944","7.177349","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=........C"
"4945","7.177971","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=....R...C"
"4947","7.179296","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=....R...C"
"4948","7.180243","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=....R...C"
"4950","7.182089","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=....R...C"
"4952","7.184290","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=....R...C"
"4987","7.218529","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=....R...C"
"4999","7.227601","BluProdu_1e:27:ae","6c:3f:23:e3:70:1e","802.11","59","2412","1","1","1","60:72:0b:1e:27:ae","6c:3f:23:e3:70:1e","Authentication","Authentication, SN=1451, FN=0, Flags=....R...C"
"5630","8.122518","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2393, FN=0, Flags=........C"
"5632","8.124912","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2393, FN=0, Flags=....R...C"
"5638","8.131108","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2393, FN=0, Flags=....R...C"
"5648","8.141340","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2393, FN=0, Flags=....R...C"
"5673","8.167040","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2393, FN=0, Flags=....R...C"
"5725","8.229451","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2393, FN=0, Flags=....R...C"
"5729","8.233524","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2394, FN=0, Flags=........C"
"5738","8.243350","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2394, FN=0, Flags=....R...C"
"5749","8.254065","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2394, FN=0, Flags=....R...C"
"5755","8.260157","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2394, FN=0, Flags=....R...C"
"5810","8.322938","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2394, FN=0, Flags=....R...C"
"5838","8.351619","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2394, FN=0, Flags=....R...C"
"5846","8.360738","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2395, FN=0, Flags=........C"
"5853","8.368023","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2395, FN=0, Flags=....R...C"
"5861","8.377819","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2395, FN=0, Flags=....R...C"
"5888","8.411806","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2395, FN=0, Flags=....R...C"
"5900","8.424089","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2395, FN=0, Flags=....R...C"
"5923","8.453741","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2395, FN=0, Flags=....R...C"
"5986","8.530756","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2395, FN=0, Flags=....R...C"
"5991","8.535263","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2396, FN=0, Flags=........C"
"5995","8.539333","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2396, FN=0, Flags=....R...C"
"5997","8.541435","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2396, FN=0, Flags=....R...C"
"6001","8.548680","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2396, FN=0, Flags=....R...C"
"6013","8.561293","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2396, FN=0, Flags=....R...C"
"6036","8.585936","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2396, FN=0, Flags=....R...C"
"6080","8.636877","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2397, FN=0, Flags=........C"
"6083","8.639895","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2397, FN=0, Flags=....R...C"
"6094","8.651403","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2397, FN=0, Flags=....R...C"
"6103","8.660417","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2397, FN=0, Flags=....R...C"
"6114","8.676195","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2397, FN=0, Flags=....R...C"
"6193","8.760271","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2397, FN=0, Flags=....R...C"
"6237","8.809575","Apple_2b:3c:19","6c:3f:23:e3:70:21","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:21","Authentication","Authentication, SN=2397, FN=0, Flags=....R...C"
"6262","8.836090","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6264","8.840111","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6265","8.841076","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6266","8.842134","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6267","8.843013","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6268","8.844006","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6269","8.844996","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6270","8.846039","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6271","8.847193","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=2482, FN=0, Flags=....R...C, SSID=TWCWiFi"
"6282","8.858122","ca:95:0d:00:00:00","6c:3f:23:e3:70:8c","802.11","112","2412","1","1","1","ca:95:0d:00:00:00","6c:3f:23:e3:70:8c","Probe Request","Probe Request, SN=0, FN=0, Flags=....R...., SSID=Broadcast[Malformed Packet]"
"6283","8.859253","LgElectr_8b:99:02","6c:3f:23:e3:70:0c","802.11","112","2412","1","1","1","b4:f7:a1:8b:99:02","6c:3f:23:e3:70:0c","Probe Request","Probe Request, SN=0, FN=0, Flags=........., SSID=Broadcast[Malformed Packet]"
"6341","8.920005","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2402, FN=0, Flags=........C"
"6345","8.923982","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2402, FN=0, Flags=....R...C"
"6347","8.926232","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2402, FN=0, Flags=....R...C"
"6369","8.951849","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2402, FN=0, Flags=....R...C"
"6372","8.955144","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2402, FN=0, Flags=....R...C"
"6518","9.108308","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2402, FN=0, Flags=....R...C"
"6569","9.168113","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2403, FN=0, Flags=........C"
"6574","9.173310","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2403, FN=0, Flags=....R...C"
"6579","9.178531","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2403, FN=0, Flags=....R...C"
"6596","9.196991","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2403, FN=0, Flags=....R...C"
"6628","9.233689","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2403, FN=0, Flags=....R...C"
"6690","9.351025","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2403, FN=0, Flags=....R...C"
"6750","9.412301","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2403, FN=0, Flags=....R...C"
"6753","9.415449","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2404, FN=0, Flags=........C"
"6759","9.422744","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2404, FN=0, Flags=....R...C"
"6767","9.430942","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2404, FN=0, Flags=....R...C"
"6782","9.450177","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2404, FN=0, Flags=....R...C"
"6822","9.492957","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2404, FN=0, Flags=....R...C"
"6834","9.505765","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2404, FN=0, Flags=....R...C"
"6848","9.521396","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2404, FN=0, Flags=....R...C"
"6852","9.525482","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2405, FN=0, Flags=........C"
"6854","9.527581","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2405, FN=0, Flags=....R...C"
"6856","9.529389","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2405, FN=0, Flags=....R...C"
"6870","9.545056","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2405, FN=0, Flags=....R...C"
"6903","9.579534","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=........C"
"6904","9.580108","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6905","9.580690","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6906","9.581273","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6907","9.581865","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6908","9.582467","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6909","9.583034","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6910","9.583644","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6911","9.584263","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6912","9.584860","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6913","9.585457","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6914","9.586040","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6915","9.586618","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6916","9.587230","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6917","9.587787","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6918","9.588396","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2483, FN=0, Flags=....R...C"
"6923","9.594033","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2405, FN=0, Flags=....R...C"
"6964","9.677063","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2405, FN=0, Flags=....R...C"
"6999","9.770730","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2405, FN=0, Flags=....R...C"
"7002","9.774437","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2406, FN=0, Flags=........C"
"7003","9.775694","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2406, FN=0, Flags=....R...C"
"7004","9.777071","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2406, FN=0, Flags=....R...C"
"7045","9.865757","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2406, FN=0, Flags=....R...C"
"7060","9.907797","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2406, FN=0, Flags=....R...C"
"7107","10.010717","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2406, FN=0, Flags=....R...C"
"7174","10.112590","Apple_2b:3c:19","6c:3f:23:e3:70:2f","802.11","83","2412","1","1","1","d4:a3:3d:2b:3c:19","6c:3f:23:e3:70:2f","Authentication","Authentication, SN=2406, FN=0, Flags=....R...C"
"7204","10.183805","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=........C"
"7205","10.184366","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7206","10.185034","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7207","10.185711","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7208","10.186241","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7209","10.186741","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7210","10.187439","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7211","10.187987","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7212","10.188519","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7213","10.189112","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7214","10.189756","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
"7215","10.190322","LgElectr_8b:60:46","6c:3f:23:e3:70:0c","802.11","59","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:0c","Authentication","Authentication, SN=2484, FN=0, Flags=....R...C"
